curvature,center
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
104,0.005714285714285714
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
105,0.0
105,0.0
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
105,0.0
106,-0.005714285714285714
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
106,-0.005714285714285714
106,-0.005714285714285714
106,-0.005714285714285714
100,0.02857142857142857
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
105,0.0
104,0.005714285714285714
105,0.0
104,0.005714285714285714
105,0.0
105,0.0
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
103,0.011428571428571429
103,0.011428571428571429
104,0.005714285714285714
104,0.005714285714285714
104,0.005714285714285714
103,0.011428571428571429
104,0.005714285714285714
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
103,0.011428571428571429
102,0.01714285714285714
102,0.01714285714285714
102,0.01714285714285714
102,0.01714285714285714
102,0.01714285714285714
102,0.01714285714285714
102,0.01714285714285714
102,0.01714285714285714
102,0.01714285714285714
102,0.01714285714285714
102,0.01714285714285714
101,0.022857142857142857
101,0.022857142857142857
102,0.01714285714285714
101,0.022857142857142857
102,0.01714285714285714
100,0.02857142857142857
100,0.02857142857142857
102,0.01714285714285714
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
101,0.022857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
100,0.02857142857142857
99,0.03428571428571428
99,0.03428571428571428
99,0.03428571428571428
99,0.03428571428571428
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
97,0.045714285714285714
98,0.04
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
98,0.04
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
99,0.03428571428571428
99,0.03428571428571428
99,0.03428571428571428
99,0.03428571428571428
99,0.03428571428571428
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
98,0.04
97,0.045714285714285714
98,0.04
98,0.04
98,0.04
98,0.04
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
97,0.045714285714285714
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
96,0.05142857142857142
95,0.05714285714285714
95,0.05714285714285714
95,0.05714285714285714
95,0.05714285714285714
95,0.05714285714285714
95,0.05714285714285714
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
95,0.05714285714285714
95,0.05714285714285714
95,0.05714285714285714
95,0.05714285714285714
95,0.05714285714285714
95,0.05714285714285714
95,0.05714285714285714
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
94,0.06285714285714285
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
93,0.06857142857142856
92,0.07428571428571429
92,0.07428571428571429
92,0.07428571428571429
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
91,0.08
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
90,0.08571428571428572
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
89,0.09142857142857143
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
88,0.09714285714285714
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
87,0.10285714285714284
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
86,0.10857142857142857
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
85,0.11428571428571428
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
84,0.12
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
83,0.1257142857142857
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
82,0.13142857142857142
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
81,0.13714285714285712
